Date,Species,Length (micron),No. segments,Abbreviation
23/03/2021,Navicula_sp,422.453,4,Nav.sp
23/03/2021,Navicula_sp,352.069,3,Nav.sp
23/03/2021,Navicula_sp,388.29,3,Nav.sp
23/03/2021,Navicula_sp,386.867,3,Nav.sp
23/03/2021,Navicula_sp,368.61,3,Nav.sp
23/03/2021,Navicula_sp,321.842,3,Nav.sp
23/03/2021,Nitzschia_epithemoides,273.306,3,N.epi
23/03/2021,Nitzschia_epithemoides,329.216,3,N.epi
23/03/2021,Nitzschia_epithemoides,320.581,3,N.epi
23/03/2021,Nitzschia_epithemoides,334.313,3,N.epi
23/03/2021,Nitzschia_epithemoides,300.686,3,N.epi
23/03/2021,Nitzschia_epithemoides,309.354,3,N.epi
23/03/2021,Nitzschia_epithemoides,302.862,3,N.epi
23/03/2021,Nitzschia_epithemoides,397.677,3,N.epi
23/03/2021,Nitzschia_epithemoides,319.67,3,N.epi
23/03/2021,Nitzschia_epithemoides,340.761,3,N.epi
23/03/2021,Nitzschia_epithemoides,380.741,3,N.epi
23/03/2021,Nitzschia_epithemoides,378.511,3,N.epi
23/03/2021,Nitzschia_epithemoides,295.468,3,N.epi
23/03/2021,Nitzschia_epithemoides,331.403,3,N.epi
23/03/2021,Nitzschia_epithemoides,346.4,3,N.epi
23/03/2021,Nitzschia_epithemoides,353.272,3,N.epi
23/03/2021,Nitzschia_epithemoides,316.441,3,N.epi
23/03/2021,Nitzschia_epithemoides,343.517,3,N.epi
23/03/2021,Nitzschia_ovalis,444.617,4,N.ova
23/03/2021,Nitzschia_ovalis,477.185,4,N.ova
23/03/2021,Nitzschia_ovalis,440.6,4,N.ova
23/03/2021,Nitzschia_ovalis,416.266,4,N.ova
23/03/2021,Nitzschia_ovalis,406.133,3,N.ova
23/03/2021,Nitzschia_ovalis,366.281,4,N.ova
23/03/2021,Nitzschia_ovalis,322.415,3,N.ova
23/03/2021,Nitzschia_ovalis,369.108,3,N.ova
23/03/2021,Nitzschia_ovalis,409.014,3,N.ova
23/03/2021,Nitzschia_ovalis,412.266,3,N.ova
23/03/2021,Nitzschia_ovalis,347.549,3,N.ova
23/03/2021,Nitzschia_ovalis,424.192,4,N.ova
23/03/2021,Nitzschia_ovalis,390.104,3,N.ova
23/03/2021,Nitzschia_ovalis,336.073,3,N.ova
23/03/2021,Nitzschia_ovalis,431.655,3,N.ova
23/03/2021,Nitzschia_ovalis,423.839,3,N.ova
23/03/2021,Nitzschia_ovalis,347.391,3,N.ova
23/03/2021,Nitzschia_ovalis,414.384,4,N.ova
23/03/2021,Odontella_aurita,350.393,3,O.aur
23/03/2021,Odontella_aurita,309.122,3,O.aur
23/03/2021,Odontella_aurita,338.631,3,O.aur
23/03/2021,Odontella_aurita,369.06,3,O.aur
23/03/2021,Odontella_aurita,308.138,3,O.aur
23/03/2021,Odontella_aurita,375.056,3,O.aur
23/03/2021,Odontella_aurita,377.273,3,O.aur
23/03/2021,Odontella_aurita,335.116,3,O.aur
23/03/2021,Odontella_aurita,329.632,3,O.aur
23/03/2021,Odontella_aurita,341.861,3,O.aur
23/03/2021,Odontella_aurita,358.518,3,O.aur
23/03/2021,Odontella_aurita,363.75,3,O.aur
23/03/2021,Odontella_aurita,338.555,3,O.aur
23/03/2021,Odontella_aurita,340.445,3,O.aur
23/03/2021,Odontella_aurita,323.092,3,O.aur
23/03/2021,Odontella_aurita,318.635,3,O.aur
23/03/2021,Odontella_aurita,326.796,3,O.aur
23/03/2021,Odontella_aurita,352.278,3,O.aur
23/03/2021,Phaeodactylum_tricornutum,282.608,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,333.128,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,324.185,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,256.45,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,298.544,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,317.904,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,353.171,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,304.616,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,311.965,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,325.317,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,353.311,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,307.417,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,331.94,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,355.397,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,332.64,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,320.451,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,338.959,3,P.tri
23/03/2021,Phaeodactylum_tricornutum,334.317,3,P.tri
23/03/2021,Skeletonema_dohrnii,466.892,4,S.doh
23/03/2021,Skeletonema_dohrnii,503.118,4,S.doh
23/03/2021,Skeletonema_dohrnii,435.47,3,S.doh
23/03/2021,Skeletonema_dohrnii,538.792,4,S.doh
23/03/2021,Skeletonema_dohrnii,461.922,3,S.doh
23/03/2021,Skeletonema_dohrnii,445.002,4,S.doh
23/03/2021,Skeletonema_dohrnii,479.922,3,S.doh
23/03/2021,Skeletonema_dohrnii,465.965,4,S.doh
23/03/2021,Skeletonema_dohrnii,464.354,4,S.doh
23/03/2021,Skeletonema_dohrnii,490.616,4,S.doh
23/03/2021,Skeletonema_dohrnii,438.52,4,S.doh
23/03/2021,Skeletonema_dohrnii,435.851,4,S.doh
23/03/2021,Skeletonema_dohrnii,367.047,3,S.doh
23/03/2021,Skeletonema_dohrnii,331.136,3,S.doh
23/03/2021,Skeletonema_dohrnii,374.104,3,S.doh
23/03/2021,Skeletonema_dohrnii,449.203,4,S.doh
23/03/2021,Skeletonema_dohrnii,380.146,3,S.doh
23/03/2021,Skeletonema_dohrnii,346.574,3,S.doh
23/03/2021,Staurosirella_pinnata,335.359,3,S.pin
23/03/2021,Staurosirella_pinnata,369.528,3,S.pin
23/03/2021,Staurosirella_pinnata,315.686,3,S.pin
23/03/2021,Staurosirella_pinnata,342.558,3,S.pin
23/03/2021,Staurosirella_pinnata,363.66,3,S.pin
23/03/2021,Staurosirella_pinnata,365.126,3,S.pin
23/03/2021,Staurosirella_pinnata,370.855,3,S.pin
23/03/2021,Staurosirella_pinnata,363.716,3,S.pin
23/03/2021,Staurosirella_pinnata,392.952,3,S.pin
23/03/2021,Staurosirella_pinnata,359.242,3,S.pin
23/03/2021,Staurosirella_pinnata,371.409,3,S.pin
23/03/2021,Staurosirella_pinnata,373.373,3,S.pin
23/03/2021,Staurosirella_pinnata,313.786,3,S.pin
23/03/2021,Staurosirella_pinnata,407.58,3,S.pin
23/03/2021,Staurosirella_pinnata,362.616,3,S.pin
23/03/2021,Staurosirella_pinnata,371.182,3,S.pin
23/03/2021,Staurosirella_pinnata,318.737,3,S.pin
23/03/2021,Staurosirella_pinnata,328.207,3,S.pin
23/03/2021,Surirella_sp,322.325,3,Sur.sp
23/03/2021,Surirella_sp,334.579,3,Sur.sp
23/03/2021,Surirella_sp,370.018,3,Sur.sp
23/03/2021,Surirella_sp,387.516,3,Sur.sp
23/03/2021,Surirella_sp,398.865,3,Sur.sp
23/03/2021,Surirella_sp,414.276,3,Sur.sp
23/03/2021,Surirella_sp,296.009,3,Sur.sp
23/03/2021,Surirella_sp,256.955,3,Sur.sp
23/03/2021,Surirella_sp,331.481,3,Sur.sp
23/03/2021,Surirella_sp,271.079,3,Sur.sp
23/03/2021,Surirella_sp,344.098,3,Sur.sp
23/03/2021,Surirella_sp,314.626,3,Sur.sp
23/03/2021,Surirella_sp,317.175,3,Sur.sp
23/03/2021,Surirella_sp,316.51,3,Sur.sp
23/03/2021,Surirella_sp,388.53,3,Sur.sp
23/03/2021,Surirella_sp,308.423,3,Sur.sp
23/03/2021,Surirella_sp,364.619,3,Sur.sp
23/03/2021,Surirella_sp,348.449,3,Sur.sp
30/03/2021,Control_slip,337.005,3,nbc
30/03/2021,Control_slip,314.13,3,nbc
30/03/2021,Control_slip,316.696,3,nbc
30/03/2021,Control_slip,325.857,3,nbc
30/03/2021,Control_slip,363.947,3,nbc
30/03/2021,Control_slip,328.134,3,nbc
30/03/2021,Control_slip,338.868,3,nbc
30/03/2021,Control_slip,343.363,3,nbc
30/03/2021,Control_slip,335.177,3,nbc
30/03/2021,Control_slip,280.451,3,nbc
30/03/2021,Control_slip,359.419,3,nbc
30/03/2021,Control_slip,318.394,3,nbc
30/03/2021,Control_slip,311.877,3,nbc
30/03/2021,Control_slip,303.924,3,nbc
30/03/2021,Control_slip,303.186,3,nbc
30/03/2021,Control_slip,368.666,3,nbc
30/03/2021,Control_slip,369.426,3,nbc
30/03/2021,Control_slip,368.015,3,nbc
30/03/2021,Achnanthes_sp,529.181,4,Ach.sp
30/03/2021,Achnanthes_sp,432.916,4,Ach.sp
30/03/2021,Achnanthes_sp,419.758,4,Ach.sp
30/03/2021,Achnanthes_sp,483.038,4,Ach.sp
30/03/2021,Achnanthes_sp,427.851,4,Ach.sp
30/03/2021,Achnanthes_sp,384.059,4,Ach.sp
30/03/2021,Achnanthes_sp,510.721,4,Ach.sp
30/03/2021,Achnanthes_sp,537.284,4,Ach.sp
30/03/2021,Achnanthes_sp,486.898,4,Ach.sp
30/03/2021,Achnanthes_sp,580.086,4,Ach.sp
30/03/2021,Achnanthes_sp,585.875,4,Ach.sp
30/03/2021,Achnanthes_sp,494.639,4,Ach.sp
30/03/2021,Achnanthes_sp,487.391,4,Ach.sp
30/03/2021,Achnanthes_sp,526.866,4,Ach.sp
30/03/2021,Achnanthes_sp,568.809,4,Ach.sp
30/03/2021,Achnanthes_sp,576.651,4,Ach.sp
30/03/2021,Achnanthes_sp,490.754,4,Ach.sp
30/03/2021,Achnanthes_sp,541.443,4,Ach.sp
30/03/2021,Amphora_coffeaeformis,515.011,4,A.cof
30/03/2021,Amphora_coffeaeformis,619.363,4,A.cof
30/03/2021,Amphora_coffeaeformis,513.491,4,A.cof
30/03/2021,Amphora_coffeaeformis,572.188,4,A.cof
30/03/2021,Amphora_coffeaeformis,465.901,4,A.cof
30/03/2021,Amphora_coffeaeformis,524.745,4,A.cof
30/03/2021,Amphora_coffeaeformis,508.463,4,A.cof
30/03/2021,Amphora_coffeaeformis,557.424,4,A.cof
30/03/2021,Amphora_coffeaeformis,368.652,3,A.cof
30/03/2021,Amphora_coffeaeformis,566.735,4,A.cof
30/03/2021,Amphora_coffeaeformis,394.973,3,A.cof
30/03/2021,Amphora_coffeaeformis,399.274,3,A.cof
30/03/2021,Amphora_coffeaeformis,530.965,4,A.cof
30/03/2021,Amphora_coffeaeformis,520.452,4,A.cof
30/03/2021,Amphora_coffeaeformis,536.113,4,A.cof
30/03/2021,Amphora_coffeaeformis,456.86,4,A.cof
30/03/2021,Amphora_coffeaeformis,513.546,4,A.cof
30/03/2021,Amphora_coffeaeformis,518.711,4,A.cof
30/03/2021,Amphora_sp,413.409,4,Amp.sp
30/03/2021,Amphora_sp,442.749,4,Amp.sp
30/03/2021,Amphora_sp,419.954,4,Amp.sp
30/03/2021,Amphora_sp,371.845,3,Amp.sp
30/03/2021,Amphora_sp,442.63,4,Amp.sp
30/03/2021,Amphora_sp,254.059,3,Amp.sp
30/03/2021,Amphora_sp,599.811,4,Amp.sp
30/03/2021,Amphora_sp,483.997,3,Amp.sp
30/03/2021,Amphora_sp,499.051,3,Amp.sp
30/03/2021,Amphora_sp,421.658,3,Amp.sp
30/03/2021,Amphora_sp,329.914,3,Amp.sp
30/03/2021,Amphora_sp,403.224,3,Amp.sp
30/03/2021,Amphora_sp,491.803,4,Amp.sp
30/03/2021,Amphora_sp,529.55,4,Amp.sp
30/03/2021,Amphora_sp,433.714,4,Amp.sp
30/03/2021,Amphora_sp,429.873,4,Amp.sp
30/03/2021,Amphora_sp,509.834,4,Amp.sp
30/03/2021,Amphora_sp,380.579,4,Amp.sp
30/03/2021,Chrysotila_lamellosa,417.067,3,C.lam
30/03/2021,Chrysotila_lamellosa,404.232,3,C.lam
30/03/2021,Chrysotila_lamellosa,333.103,3,C.lam
30/03/2021,Chrysotila_lamellosa,369.648,3,C.lam
30/03/2021,Chrysotila_lamellosa,365.926,3,C.lam
30/03/2021,Chrysotila_lamellosa,368.981,3,C.lam
30/03/2021,Chrysotila_lamellosa,501.581,4,C.lam
30/03/2021,Chrysotila_lamellosa,530.674,4,C.lam
30/03/2021,Chrysotila_lamellosa,509.285,4,C.lam
30/03/2021,Chrysotila_lamellosa,468.15,3,C.lam
30/03/2021,Chrysotila_lamellosa,416.014,4,C.lam
30/03/2021,Chrysotila_lamellosa,449.303,3,C.lam
30/03/2021,Chrysotila_lamellosa,372.715,3,C.lam
30/03/2021,Chrysotila_lamellosa,395.322,3,C.lam
30/03/2021,Chrysotila_lamellosa,388.218,3,C.lam
30/03/2021,Chrysotila_lamellosa,438.458,4,C.lam
30/03/2021,Chrysotila_lamellosa,434.852,3,C.lam
30/03/2021,Chrysotila_lamellosa,495.071,4,C.lam
30/03/2021,Entomoneis_alata,410.483,3,E.ala
30/03/2021,Entomoneis_alata,301.475,3,E.ala
30/03/2021,Entomoneis_alata,358.208,4,E.ala
30/03/2021,Entomoneis_alata,394.487,4,E.ala
30/03/2021,Entomoneis_alata,447.732,4,E.ala
30/03/2021,Entomoneis_alata,352.962,3,E.ala
30/03/2021,Entomoneis_alata,330.362,3,E.ala
30/03/2021,Entomoneis_alata,408.771,3,E.ala
30/03/2021,Entomoneis_alata,348.321,3,E.ala
30/03/2021,Entomoneis_alata,331.171,3,E.ala
30/03/2021,Entomoneis_alata,323.236,3,E.ala
30/03/2021,Entomoneis_alata,401.241,3,E.ala
30/03/2021,Entomoneis_alata,475.982,4,E.ala
30/03/2021,Entomoneis_alata,449.849,3,E.ala
30/03/2021,Entomoneis_alata,389.331,3,E.ala
30/03/2021,Entomoneis_alata,401.656,3,E.ala
30/03/2021,Entomoneis_alata,385.923,4,E.ala
30/03/2021,Fragilaria_striatula,507.422,4,F.str
30/03/2021,Fragilaria_striatula,470.642,4,F.str
30/03/2021,Fragilaria_striatula,497.303,4,F.str
30/03/2021,Fragilaria_striatula,530.641,4,F.str
30/03/2021,Fragilaria_striatula,480.957,4,F.str
30/03/2021,Fragilaria_striatula,481.853,4,F.str
30/03/2021,Fragilaria_striatula,405.893,3,F.str
30/03/2021,Fragilaria_striatula,553.975,4,F.str
30/03/2021,Fragilaria_striatula,557.535,4,F.str
30/03/2021,Fragilaria_striatula,515.045,4,F.str
30/03/2021,Fragilaria_striatula,336.357,3,F.str
30/03/2021,Fragilaria_striatula,610.545,5,F.str
30/03/2021,Fragilaria_striatula,457.919,4,F.str
30/03/2021,Fragilaria_striatula,551.71,4,F.str
30/03/2021,Fragilaria_striatula,500.01,4,F.str
30/03/2021,Fragilaria_striatula,470.233,4,F.str
30/03/2021,Fragilaria_striatula,532.778,4,F.str
30/03/2021,Fragilaria_striatula,442.335,4,F.str
30/03/2021,Fragilariopsis_sp,346.552,3,Fra.sp
30/03/2021,Fragilariopsis_sp,275.48,3,Fra.sp
30/03/2021,Fragilariopsis_sp,330.005,3,Fra.sp
30/03/2021,Fragilariopsis_sp,350.02,3,Fra.sp
30/03/2021,Fragilariopsis_sp,345.4,3,Fra.sp
30/03/2021,Fragilariopsis_sp,335.177,3,Fra.sp
30/03/2021,Fragilariopsis_sp,340.42,3,Fra.sp
30/03/2021,Fragilariopsis_sp,368.54,3,Fra.sp
30/03/2021,Fragilariopsis_sp,373.356,3,Fra.sp
30/03/2021,Fragilariopsis_sp,324.326,3,Fra.sp
30/03/2021,Fragilariopsis_sp,308.203,3,Fra.sp
30/03/2021,Fragilariopsis_sp,384.733,3,Fra.sp
30/03/2021,Fragilariopsis_sp,330.286,3,Fra.sp
30/03/2021,Fragilariopsis_sp,353.732,3,Fra.sp
30/03/2021,Fragilariopsis_sp,340.63,3,Fra.sp
30/03/2021,Fragilariopsis_sp,322.096,3,Fra.sp
30/03/2021,Fragilariopsis_sp,325.857,3,Fra.sp
30/03/2021,Fragilariopsis_sp,335.804,3,Fra.sp
30/03/2021,Grammatophora_marina,479.607,4,G.mar
30/03/2021,Grammatophora_marina,389.802,3,G.mar
30/03/2021,Grammatophora_marina,419.988,4,G.mar
30/03/2021,Grammatophora_marina,462.375,4,G.mar
30/03/2021,Grammatophora_marina,379.796,3,G.mar
30/03/2021,Grammatophora_marina,438.466,4,G.mar
30/03/2021,Grammatophora_marina,462.845,4,G.mar
30/03/2021,Grammatophora_marina,381.891,3,G.mar
30/03/2021,Grammatophora_marina,359.386,3,G.mar
30/03/2021,Grammatophora_marina,443.248,4,G.mar
30/03/2021,Grammatophora_marina,339.045,3,G.mar
30/03/2021,Grammatophora_marina,367.96,3,G.mar
30/03/2021,Grammatophora_marina,379.142,3,G.mar
30/03/2021,Grammatophora_marina,472.6,3,G.mar
30/03/2021,Grammatophora_marina,518.397,4,G.mar
30/03/2021,Grammatophora_marina,360.781,3,G.mar
30/03/2021,Grammatophora_marina,505.999,4,G.mar
30/03/2021,Grammatophora_marina,420.878,4,G.mar
30/03/2021,Navicula_sp,259.38,3,Nav.sp
30/03/2021,Navicula_sp,321.536,3,Nav.sp
30/03/2021,Navicula_sp,263.895,3,Nav.sp
30/03/2021,Navicula_sp,278.662,3,Nav.sp
30/03/2021,Navicula_sp,342.753,3,Nav.sp
30/03/2021,Navicula_sp,302.389,3,Nav.sp
30/03/2021,Navicula_sp,309.885,3,Nav.sp
30/03/2021,Navicula_sp,292.619,3,Nav.sp
30/03/2021,Navicula_sp,286.845,3,Nav.sp
30/03/2021,Navicula_sp,260.979,3,Nav.sp
30/03/2021,Navicula_sp,274.988,3,Nav.sp
30/03/2021,Navicula_sp,293.404,3,Nav.sp
30/03/2021,Navicula_sp,279.45,3,Nav.sp
30/03/2021,Navicula_sp,308.069,3,Nav.sp
30/03/2021,Navicula_sp,299.081,3,Nav.sp
30/03/2021,Navicula_sp,314.783,3,Nav.sp
30/03/2021,Navicula_sp,335.245,3,Nav.sp
30/03/2021,Navicula_sp,332.311,3,Nav.sp
30/03/2021,Nitzschia_epithemoides,361.987,3,N.epi
30/03/2021,Nitzschia_epithemoides,349.141,3,N.epi
30/03/2021,Nitzschia_epithemoides,324.309,3,N.epi
30/03/2021,Nitzschia_epithemoides,376.642,3,N.epi
30/03/2021,Nitzschia_epithemoides,349.359,3,N.epi
30/03/2021,Nitzschia_epithemoides,331.11,3,N.epi
30/03/2021,Nitzschia_epithemoides,411.632,3,N.epi
30/03/2021,Nitzschia_epithemoides,385.972,3,N.epi
30/03/2021,Nitzschia_epithemoides,398.955,3,N.epi
30/03/2021,Nitzschia_epithemoides,344.319,3,N.epi
30/03/2021,Nitzschia_epithemoides,346.971,3,N.epi
30/03/2021,Nitzschia_epithemoides,303.455,3,N.epi
30/03/2021,Nitzschia_epithemoides,330.441,3,N.epi
30/03/2021,Nitzschia_epithemoides,374.324,3,N.epi
30/03/2021,Nitzschia_epithemoides,448.242,3,N.epi
30/03/2021,Nitzschia_epithemoides,333.022,3,N.epi
30/03/2021,Nitzschia_epithemoides,344.761,3,N.epi
30/03/2021,Nitzschia_epithemoides,364.408,3,N.epi
30/03/2021,Nitzschia_ovalis,496.763,4,N.ova
30/03/2021,Nitzschia_ovalis,504.348,4,N.ova
30/03/2021,Nitzschia_ovalis,447.761,4,N.ova
30/03/2021,Nitzschia_ovalis,467.496,4,N.ova
30/03/2021,Nitzschia_ovalis,392.12,4,N.ova
30/03/2021,Nitzschia_ovalis,396.722,4,N.ova
30/03/2021,Nitzschia_ovalis,398.627,3,N.ova
30/03/2021,Nitzschia_ovalis,487.643,3,N.ova
30/03/2021,Nitzschia_ovalis,372.494,3,N.ova
30/03/2021,Nitzschia_ovalis,527.229,4,N.ova
30/03/2021,Nitzschia_ovalis,548.792,4,N.ova
30/03/2021,Nitzschia_ovalis,472.113,4,N.ova
30/03/2021,Nitzschia_ovalis,397.53,3,N.ova
30/03/2021,Nitzschia_ovalis,476.427,4,N.ova
30/03/2021,Nitzschia_ovalis,500.074,4,N.ova
30/03/2021,Nitzschia_ovalis,440.6,3,N.ova
30/03/2021,Nitzschia_ovalis,378.443,3,N.ova
30/03/2021,Nitzschia_ovalis,393.874,4,N.ova
30/03/2021,Odontella_aurita,317.796,3,O.aur
30/03/2021,Odontella_aurita,307.165,3,O.aur
30/03/2021,Odontella_aurita,333.43,3,O.aur
30/03/2021,Odontella_aurita,358.828,3,O.aur
30/03/2021,Odontella_aurita,311.515,3,O.aur
30/03/2021,Odontella_aurita,318.544,3,O.aur
30/03/2021,Odontella_aurita,328.293,3,O.aur
30/03/2021,Odontella_aurita,352.41,3,O.aur
30/03/2021,Odontella_aurita,325.986,3,O.aur
30/03/2021,Odontella_aurita,334.584,3,O.aur
30/03/2021,Odontella_aurita,271.503,3,O.aur
30/03/2021,Odontella_aurita,310.503,3,O.aur
30/03/2021,Odontella_aurita,335.887,3,O.aur
30/03/2021,Odontella_aurita,357.472,3,O.aur
30/03/2021,Odontella_aurita,345.118,3,O.aur
30/03/2021,Odontella_aurita,339.412,3,O.aur
30/03/2021,Odontella_aurita,330.317,3,O.aur
30/03/2021,Odontella_aurita,321.027,3,O.aur
30/03/2021,Phaeodactylum_tricornutum,459.465,4,P.tri
30/03/2021,Phaeodactylum_tricornutum,493.24,4,P.tri
30/03/2021,Phaeodactylum_tricornutum,371.372,4,P.tri
30/03/2021,Phaeodactylum_tricornutum,444.899,4,P.tri
30/03/2021,Phaeodactylum_tricornutum,416.168,3,P.tri
30/03/2021,Phaeodactylum_tricornutum,420.529,4,P.tri
30/03/2021,Phaeodactylum_tricornutum,319.252,3,P.tri
30/03/2021,Phaeodactylum_tricornutum,305.609,3,P.tri
30/03/2021,Phaeodactylum_tricornutum,347.076,3,P.tri
30/03/2021,Phaeodactylum_tricornutum,357.05,3,P.tri
30/03/2021,Phaeodactylum_tricornutum,312.409,3,P.tri
30/03/2021,Phaeodactylum_tricornutum,380.218,3,P.tri
30/03/2021,Phaeodactylum_tricornutum,345.986,3,P.tri
30/03/2021,Phaeodactylum_tricornutum,508.428,4,P.tri
30/03/2021,Phaeodactylum_tricornutum,473.267,3,P.tri
30/03/2021,Phaeodactylum_tricornutum,449.165,4,P.tri
30/03/2021,Phaeodactylum_tricornutum,464.577,4,P.tri
30/03/2021,Phaeodactylum_tricornutum,466.835,3,P.tri
30/03/2021,Skeletonema_dohrnii,425.301,4,S.doh
30/03/2021,Skeletonema_dohrnii,359.004,3,S.doh
30/03/2021,Skeletonema_dohrnii,352.453,3,S.doh
30/03/2021,Skeletonema_dohrnii,442.425,4,S.doh
30/03/2021,Skeletonema_dohrnii,458.458,4,S.doh
30/03/2021,Skeletonema_dohrnii,341.1,3,S.doh
30/03/2021,Skeletonema_dohrnii,349.391,3,S.doh
30/03/2021,Skeletonema_dohrnii,337.674,3,S.doh
30/03/2021,Skeletonema_dohrnii,432.916,3,S.doh
30/03/2021,Skeletonema_dohrnii,336.09,3,S.doh
30/03/2021,Skeletonema_dohrnii,441.044,4,S.doh
30/03/2021,Skeletonema_dohrnii,532.243,4,S.doh
30/03/2021,Skeletonema_dohrnii,411.255,4,S.doh
30/03/2021,Skeletonema_dohrnii,459.139,4,S.doh
30/03/2021,Skeletonema_dohrnii,447.455,4,S.doh
30/03/2021,Skeletonema_dohrnii,487.524,4,S.doh
30/03/2021,Skeletonema_dohrnii,319.715,3,S.doh
30/03/2021,Skeletonema_dohrnii,453.545,4,S.doh
30/03/2021,Staurosirella_pinnata,315.89,3,S.pin
30/03/2021,Staurosirella_pinnata,312.228,3,S.pin
30/03/2021,Staurosirella_pinnata,294.934,3,S.pin
30/03/2021,Staurosirella_pinnata,341.576,3,S.pin
30/03/2021,Staurosirella_pinnata,316.669,3,S.pin
30/03/2021,Staurosirella_pinnata,301.301,3,S.pin
30/03/2021,Staurosirella_pinnata,287.227,3,S.pin
30/03/2021,Staurosirella_pinnata,342.039,3,S.pin
30/03/2021,Staurosirella_pinnata,352.764,3,S.pin
30/03/2021,Staurosirella_pinnata,319.874,3,S.pin
30/03/2021,Staurosirella_pinnata,292.054,3,S.pin
30/03/2021,Staurosirella_pinnata,260.474,3,S.pin
30/03/2021,Staurosirella_pinnata,314.636,3,S.pin
30/03/2021,Staurosirella_pinnata,316.961,3,S.pin
30/03/2021,Staurosirella_pinnata,321.17,3,S.pin
30/03/2021,Staurosirella_pinnata,302.038,3,S.pin
30/03/2021,Staurosirella_pinnata,334.222,3,S.pin
30/03/2021,Staurosirella_pinnata,311.663,3,S.pin
30/03/2021,Surirella_sp,333.007,3,Sur.sp
30/03/2021,Surirella_sp,291.391,3,Sur.sp
30/03/2021,Surirella_sp,286.565,3,Sur.sp
30/03/2021,Surirella_sp,318.632,3,Sur.sp
30/03/2021,Surirella_sp,330.439,3,Sur.sp
30/03/2021,Surirella_sp,277.438,3,Sur.sp
30/03/2021,Surirella_sp,364.784,3,Sur.sp
30/03/2021,Surirella_sp,370.901,3,Sur.sp
30/03/2021,Surirella_sp,348.341,3,Sur.sp
30/03/2021,Surirella_sp,340.932,3,Sur.sp
30/03/2021,Surirella_sp,396.302,4,Sur.sp
30/03/2021,Surirella_sp,297.902,3,Sur.sp
30/03/2021,Surirella_sp,300.828,3,Sur.sp
30/03/2021,Surirella_sp,385.031,4,Sur.sp
30/03/2021,Surirella_sp,316.967,3,Sur.sp
30/03/2021,Surirella_sp,338.966,3,Sur.sp
30/03/2021,Surirella_sp,410.554,4,Sur.sp
30/03/2021,Surirella_sp,331.124,3,Sur.sp
22/07/2021,Control_slip,304.037,3,nbc
22/07/2021,Control_slip,359.915,3,nbc
22/07/2021,Control_slip,281.279,3,nbc
22/07/2021,Control_slip,315.896,3,nbc
22/07/2021,Control_slip,312.579,3,nbc
22/07/2021,Control_slip,319.836,3,nbc
22/07/2021,Control_slip,323.618,3,nbc
22/07/2021,Control_slip,347.884,3,nbc
22/07/2021,Control_slip,367.577,3,nbc
22/07/2021,Control_slip,324.473,3,nbc
22/07/2021,Control_slip,317.904,3,nbc
22/07/2021,Control_slip,364.816,3,nbc
22/07/2021,Control_slip,333.092,3,nbc
22/07/2021,Control_slip,316.009,3,nbc
22/07/2021,Control_slip,362.405,3,nbc
22/07/2021,Control_slip,315.512,3,nbc
22/07/2021,Control_slip,284.407,3,nbc
22/07/2021,Control_slip,340.773,3,nbc
22/07/2021,Achnanthes_brevipes,597.264,4,A.bre
22/07/2021,Achnanthes_brevipes,624.985,4,A.bre
22/07/2021,Achnanthes_brevipes,663.799,5,A.bre
22/07/2021,Achnanthes_brevipes,645.735,4,A.bre
22/07/2021,Achnanthes_brevipes,684.475,5,A.bre
22/07/2021,Achnanthes_brevipes,449.824,4,A.bre
22/07/2021,Achnanthes_brevipes,619.54,4,A.bre
22/07/2021,Achnanthes_brevipes,595.119,4,A.bre
22/07/2021,Achnanthes_brevipes,603.191,4,A.bre
22/07/2021,Achnanthes_brevipes,653.346,5,A.bre
22/07/2021,Achnanthes_brevipes,491.731,4,A.bre
22/07/2021,Achnanthes_brevipes,595.648,4,A.bre
22/07/2021,Achnanthes_brevipes,616.05,4,A.bre
22/07/2021,Achnanthes_brevipes,601.478,4,A.bre
22/07/2021,Achnanthes_brevipes,720.752,5,A.bre
22/07/2021,Achnanthes_brevipes,568.299,4,A.bre
22/07/2021,Achnanthes_brevipes,669.139,5,A.bre
22/07/2021,Achnanthes_brevipes,554.584,4,A.bre
22/07/2021,Amphora_sp_RCC7063,527.951,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,544.749,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,653.982,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,565.91,4,Amp.sp2
